"Column Name","Label"
"S2302_C04_003E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife in labor force"
"S2302_C04_003M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife in labor force"
"S2302_C04_004E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Husband in labor force, wife not in labor force"
"S2302_C04_004M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Husband in labor force, wife not in labor force"
"S2302_C04_005E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Wife in labor force, husband not in labor force"
"S2302_C04_005M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Wife in labor force, husband not in labor force"
"S2302_C04_006E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife not in labor force"
"S2302_C04_006M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife not in labor force"
"S2302_C04_007E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families"
"S2302_C04_007M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families"
"S2302_C04_008E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present"
"S2302_C04_008M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present"
"S2302_C04_009E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!In labor force"
"S2302_C04_009M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!In labor force"
"S2302_C04_010E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!Not in labor force"
"S2302_C04_010M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!Not in labor force"
"S2302_C04_011E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present"
"S2302_C04_011M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present"
"S2302_C04_012E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!In labor force"
"S2302_C04_012M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!In labor force"
"S2302_C04_013E","Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!Not in labor force"
"S2302_C04_013M","Margin of Error!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!Not in labor force"
"S2302_C04_014E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families"
"S2302_C04_014M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families"
"S2302_C04_015E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!No workers in the past 12 months"
"S2302_C04_015M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!No workers in the past 12 months"
"S2302_C04_016E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!1 worker in the past 12 months"
"S2302_C04_016M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!1 worker in the past 12 months"
"S2302_C04_017E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!2 or more workers in the past 12 months"
"S2302_C04_017M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!2 or more workers in the past 12 months"
"S2302_C04_018E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families"
"S2302_C04_018M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families"
"S2302_C04_019E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:"
"S2302_C04_019M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:"
"S2302_C04_020E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months"
"S2302_C04_020M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months"
"S2302_C04_021E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months"
"S2302_C04_021M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months"
"S2302_C04_022E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months"
"S2302_C04_022M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months"
"S2302_C04_023E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:"
"S2302_C04_023M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:"
"S2302_C04_024E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months"
"S2302_C04_024M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months"
"S2302_C04_025E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months"
"S2302_C04_025M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months"
"S2302_C04_026E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months"
"S2302_C04_026M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months"
"S2302_C04_027E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:"
"S2302_C04_027M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:"
"S2302_C04_028E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months"
"S2302_C04_028M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months"
"S2302_C04_029E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months"
"S2302_C04_029M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months"
"S2302_C04_030E","Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse did not work in the past 12 months"
"S2302_C04_030M","Margin of Error!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse did not work in the past 12 months"
