sedaadmin,seda_district,stateabb,gys_mn_2019_ol,gys_mn_2022_ol,gys_mn_2023_ol,County Names,month,share_inperson,share_hybrid,share_virtual,membership,total_revenue,total_fed_revenue,County-Level Index,Family Unity,Community Health,Institutional Health,Collective Efficacy,married_household,married_household_children,male_married,female_married,male_never_married,female_never_married,male_divorced,female_divorced,birth_last_year_unmarried,over_25_highschool_degree,over_25_associates_degree,over_25_bachelors_degree,over_25_graduate_degree,native_born,only_english,non_english,with_computer,with_internet,unemployment,median_income,mean_income,with_health_insurance,poverty,owner_occupied_value,occupancy,SMOC,rent,mortgage_percentage,population,sex_ratio,hispanic_percent,white_percent,black_percent,asian_percent,no_workers,one_worker,employment_past_year
2611550,DeWitt Public Schools,MI,1.117549269161049,1.026444038888688,1.218668021236286,Clinton County,2021m1,0,1,0,3116,43872000,2423000,1.075438,1.041092,-0.3683398,1.436123,0.7111073,54.8,20.4,55.3,52.9,31.6,26.9,8.9,11.0,751,25.7,12.5,20.4,11.9,97.3,95.9,4.1,94.5,88.9,3.7,99996,122390,96,5.2,226000,94.4,586,1022,61.8,79249,99,79249,90.9,1.7,1.3,17.3,27.3,53
2611600,Dearborn City School District,MI,-0.0390975057680532,-0.7456982932137697,-0.4229001713328975,Wayne County,2021m1,0,0,1,20073,377724000,80728000,-2.06334,-1.500156,-0.7743961,0.6717066,-4.073104,36.4,14.2,39.9,36.3,45.2,39.5,10.5,12.9,23851,29.6,8.5,16.0,10.5,90.6,84.7,15.3,92.6,85.7,9,74650,98698,94.2,15.3,158600,86.9,575,1043,51.9,1781641,94.3,1781641,50.8,37.6,3.5,17.1,36.6,50.6
2611670,Decatur Public Schools,MI,-1.418885669635054,-1.277844996591179,-1.023426834212144,Cass County,2021m1,0,0,1,737,11893000,2442000,0.1984584,0.3543009,-0.6410582,0.29812,0.3924698,52.1,15.3,53.7,53.0,28.3,24.5,13.3,13.4,570,33.9,11.2,13.6,7.5,97.7,96.1,3.9,92.0,86.6,5,79502,103171,94.3,10.6,181100,81.6,499,835,57.7,51604,100.8,51604,86.2,4.9,0.9,21,30.7,48
2611700,Deckerville Community School District,MI,-0.0741169706074114,-0.4735584471116701,0.1330327377274116,Sanilac County,2021m1,1,0,0,567,8147000,1314000,0.2937884,0.4342,-0.0937801,0.3443886,0.0227055,50.8,15.8,54.6,53.8,28.5,22.1,12.7,12.2,475,42.8,10.0,10.1,5.2,98.6,95.1,4.9,90.4,81.2,6.5,70172,84192,92.5,10.4,149300,79.4,453,770,50,40759,102.2,40759,94.5,0.4,0.2,22.6,32.9,43.1
2612030,Dexter Community School District,MI,1.979091711350764,1.266615660282026,1.4473313945659,Livingston County,2021m1,1,0,0,3411,70166000,7568000,0.9826844,1.060998,-0.89985,1.619609,0.7472575,60.8,22.1,57.8,57.9,30.0,22.7,9.3,11.1,2400,24.9,9.9,25.8,12.3,97.1,96.8,3.2,96.1,91.7,4,113824,138076,96.7,2.9,311800,95.1,639,1207,68.5,194302,102.3,194302,94.7,0.6,0.8,16.7,26.8,50.3
2612300,Dundee Community Schools,MI,1.16115600906523,0.451829697384734,0.5242730028160336,Monroe County,2021m1,0,1,0,1790,24621000,2225000,0.3620782,0.5486901,-0.6889378,1.056564,-0.055792,50.9,17.8,51.9,50.5,32.3,25.3,12.3,13.3,1780,33.4,11.8,14.5,8.1,97.7,96.5,3.5,93.5,86.2,5.7,90396,109470,96.4,7.3,202200,94.4,553,996,61.5,154823,99.6,154823,91.7,2.1,0.4,20,28.9,48.7
2612330,Durand Area Schools,MI,-0.409054757345376,-0.9607872435146252,-1.236441600321436,Genesee County,2021m1,0,0,1,1227,19555000,3518000,-1.247481,-1.171861,-0.6216646,1.032265,-2.685456,41.6,13.8,45.6,42.2,37.6,31.6,12.3,15.2,4887,31.4,10.9,14.8,8.0,97.3,96.3,3.7,92.5,85.9,8.5,75461,96556,95.2,11.4,158400,90.4,549,893,57.6,405280,94.3,405280,73.2,19.6,1,20.3,36.6,45
2612420,East China School District,MI,0.0049095657453426,-0.4296634211864907,-0.3399503516329458,St. Clair County,2021m1,0,0,1,3781,54548000,4077000,0.123795,-0.1559881,-0.3580388,0.8792199,-0.1043364,50.5,15.9,52.2,51.4,32.0,24.6,11.9,12.8,2026,33.4,12.4,12.5,7.4,98.1,97.6,2.4,92.9,88.5,6.7,81992,98842,95.3,8.7,197300,91.4,561,982,57.9,160257,100.4,160257,92.1,2.3,0.5,20.3,31.2,45.2
2612560,East Jordan Public Schools,MI,0.1421597397998218,-0.1288296408721799,0.082451602992279,Antrim County,2021m1,0,1,0,759,14724000,2561000,0.6334137,0.2891047,-0.0355994,0.8574218,0.5453331,55.2,13.2,60.9,60.7,23.7,18.2,10.3,9.9,239,29.2,9.8,19.9,12.5,98.3,97.9,2.1,94.8,86.1,4.6,85201,101885,94.4,5.6,199800,61,537,919,53.8,23662,100,23662,94.4,0.6,0.4,25.5,26.3,37.6
2612600,East Lansing School District,MI,0.7827923177987142,0.1179920854932535,0.0793085292446367,Clinton County,2021m1,1,0,0,3631,61453000,5903000,1.075438,1.041092,-0.3683398,1.436123,0.7111073,54.8,20.4,55.3,52.9,31.6,26.9,8.9,11.0,751,25.7,12.5,20.4,11.9,97.3,95.9,4.1,94.5,88.9,3.7,99996,122390,96,5.2,226000,94.4,586,1022,61.8,79249,99,79249,90.9,1.7,1.3,17.3,27.3,53
2612690,Eaton Rapids Public Schools,MI,-0.9940855446569268,-1.361920549223518,-1.161694323908146,Eaton County,2021m1,0,1,0,2008,40203000,3688000,0.5532169,0.2472415,-0.3295527,1.2224,0.286085,49.8,16.9,52.6,50.3,31.6,26.3,12.2,13.6,1265,26.8,11.1,20.4,9.9,95.5,93.5,6.5,94.3,88.9,4.8,93602,109688,95.6,5.3,194500,94.6,591,1013,64.7,109072,98.3,109072,84,7,2.3,17.1,30.1,50.6
2612810,Eau Claire Public Schools,MI,-2.11952680459384,-2.189890112880491,-2.830410785640558,Berrien County,2021m1,1,0,0,687,10692000,2393000,-0.3931048,-0.5334749,-0.3046922,0.6590177,-0.953348,46.7,14.4,51.9,47.9,32.8,27.3,11.2,14.1,1764,27.7,10.2,18.4,11.7,94.9,93.1,6.9,92.1,82.6,6.6,79042,101785,93.7,12.1,193600,82.5,519,885,57.2,153938,97.2,153938,76.5,14,1.6,16.9,35.8,49.2
2612960,Montabella Community Schools,MI,-1.024417264129621,-1.635022531487526,-1.463263828288975,Isabella County,2021m1,0,0,1,746,12789000,2051000,-0.3412621,-0.4905415,-0.5337893,-0.260337,0.2442541,39.2,13.4,37.8,36.2,49.7,46.7,9.7,10.1,835,30.9,8.9,16.5,14.2,97.2,94.3,5.7,94.6,81.7,7.2,72615,91558,92.2,13,159500,87,514,840,56.8,64938,94.5,64938,86,2.6,1.5,18.9,33.3,48.4
2612990,Edwardsburg Public Schools,MI,1.368447384334504,0.7528200245095755,0.9567459822070612,Cass County,2021m1,1,0,0,2647,32620000,3633000,0.1984584,0.3543009,-0.6410582,0.29812,0.3924698,52.1,15.3,53.7,53.0,28.3,24.5,13.3,13.4,570,33.9,11.2,13.6,7.5,97.7,96.1,3.9,92.0,86.6,5,79502,103171,94.3,10.6,181100,81.6,499,835,57.7,51604,100.8,51604,86.2,4.9,0.9,21,30.7,48
2613050,Elk Rapids Schools,MI,0.9430156080554256,0.5233056412330859,0.4934769131180197,Antrim County,2021m1,1,0,0,1197,17960000,1881000,0.6334137,0.2891047,-0.0355994,0.8574218,0.5453331,55.2,13.2,60.9,60.7,23.7,18.2,10.3,9.9,239,29.2,9.8,19.9,12.5,98.3,97.9,2.1,94.8,86.1,4.6,85201,101885,94.4,5.6,199800,61,537,919,53.8,23662,100,23662,94.4,0.6,0.4,25.5,26.3,37.6
2613500,Escanaba Area Public Schools,MI,-0.1855555787544745,-0.412892863799299,-0.4574514767289823,Delta County,2021m1,0,1,0,2146,33261000,6201000,0.5821184,0.4855989,0.0637854,0.745884,0.2194656,52.3,14.4,55.8,54.0,28.5,21.4,10.4,12.4,327,35.5,14.8,13.8,5.9,99.5,98.8,1.2,89.4,83.7,5.2,72385,89514,94.7,9.1,139200,80,452,655,51.8,36839,102.5,36839,91.5,0.3,0.2,27.6,29,37.9
2613530,Essexville-Hampton Public Schools,MI,-0.1658395011104332,-0.6364689773494998,-0.3975766190208425,Bay County,2021m1,0,0,1,1538,20480000,2078000,-0.1378153,-0.6914851,-0.6113636,1.117242,-0.2592655,44.2,13.9,48.8,46.1,34.0,27.4,13.0,13.9,985,33.7,12.2,13.9,6.2,99.0,98.0,2.0,91.8,87.6,4.8,75163,90772,94.8,10.4,125000,92.6,523,786,51.3,103752,98.2,103752,92.1,1.4,0.5,21,33,46.4
2613560,Evart Public Schools,MI,-1.096678541185642,-1.753383215671158,-1.45470020566755,Clare County,2021m1,1,0,0,861,13374000,2570000,-0.1203928,-0.0315961,-0.3240858,0.2513458,-0.3191715,48.6,11.7,47.1,47.8,31.6,22.0,15.2,16.9,241,40.4,10.4,7.2,4.9,99.1,95.0,5.0,87.7,79.1,9.3,57063,75080,88.3,17.4,112400,54.4,430,750,47.4,30998,101.1,30998,94.7,0.8,0.3,31.4,34.5,34.8
2614070,Farmington Public School District,MI,0.6535727348170681,0.2766724108046992,0.3619119630803711,Oakland County,2021m1,0,1,0,8799,162210000,10102000,0.7433369,0.6335644,-0.5701593,1.599023,0.2576814,48.8,19.4,52.8,48.7,35.2,29.5,8.8,12.4,13500,18.0,8.3,27.9,21.6,86.9,84.3,15.7,95.7,92.6,4.8,121258,156629,95.9,4.8,302800,94.5,729,1243,66,1272264,97.8,1272264,71.8,13.2,8.1,12.8,30.6,56.9
2614100,Farwell Area Schools,MI,-0.9302705257549624,-1.403057228437057,-1.401632115011207,Clare County,2021m1,1,0,0,989,17522000,4931000,-0.1203928,-0.0315961,-0.3240858,0.2513458,-0.3191715,48.6,11.7,47.1,47.8,31.6,22.0,15.2,16.9,241,40.4,10.4,7.2,4.9,99.1,95.0,5.0,87.7,79.1,9.3,57063,75080,88.3,17.4,112400,54.4,430,750,47.4,30998,101.1,30998,94.7,0.8,0.3,31.4,34.5,34.8
2614230,Fennville Public Schools,MI,-1.009662630359274,-1.608349498442432,-1.528520023535644,Allegan County,2021m1,1,0,0,1295,21444000,3457000,0.6382709,1.111253,-0.6901464,1.034155,0.1347709,58.8,21.5,56.4,57.1,29.0,22.5,10.8,11.3,1454,36.5,8.5,16.1,8.1,97.0,93.4,6.6,93.4,88.5,3.4,86347,102666,94.9,6.6,225000,86,531,1004,59.3,120189,101.1,120189,90.2,1.3,0.8,17.1,30.3,51.5
2614250,Fenton Area Public Schools,MI,0.3616567012377798,0.3139980369136381,0.4136636035112922,Genesee County,2021m1,0,0,1,3193,49978000,5513000,-1.247481,-1.171861,-0.6216646,1.032265,-2.685456,41.6,13.8,45.6,42.2,37.6,31.6,12.3,15.2,4887,31.4,10.9,14.8,8.0,97.3,96.3,3.7,92.5,85.9,8.5,75461,96556,95.2,11.4,158400,90.4,549,893,57.6,405280,94.3,405280,73.2,19.6,1,20.3,36.6,45
2614280,Ferndale Public Schools,MI,-1.95714121532987,-2.188508098621638,-1.823554175261173,Oakland County,2021m1,0,1,0,3019,51792000,5695000,0.7433369,0.6335644,-0.5701593,1.599023,0.2576814,48.8,19.4,52.8,48.7,35.2,29.5,8.8,12.4,13500,18.0,8.3,27.9,21.6,86.9,84.3,15.7,95.7,92.6,4.8,121258,156629,95.9,4.8,302800,94.5,729,1243,66,1272264,97.8,1272264,71.8,13.2,8.1,12.8,30.6,56.9
2614460,Fitzgerald Public Schools,MI,-2.304785217666983,-2.770433453727262,-3.195896021269947,Macomb County,2021m1,1,0,0,2175,43643000,8759000,0.0609596,0.2404574,-1.034396,1.066891,-0.2484205,46.7,17.6,49.9,46.8,36.3,29.5,9.7,12.7,10225,29.2,10.7,17.3,9.5,88.7,85.2,14.8,94.3,91.2,5.7,92227,110030,94.9,7.3,216200,95.7,606,1124,63.1,878453,96.4,878453,77.5,12.3,4.6,14.9,30.5,52.1
2614550,Flushing Community Schools,MI,0.0447138937603953,-0.7437637456810293,-0.4156995143781543,Genesee County,2021m1,0,1,0,4064,55808000,6046000,-1.247481,-1.171861,-0.6216646,1.032265,-2.685456,41.6,13.8,45.6,42.2,37.6,31.6,12.3,15.2,4887,31.4,10.9,14.8,8.0,97.3,96.3,3.7,92.5,85.9,8.5,75461,96556,95.2,11.4,158400,90.4,549,893,57.6,405280,94.3,405280,73.2,19.6,1,20.3,36.6,45
2614610,Forest Hills Public Schools,MI,1.993793464796345,2.12304864799505,2.228801751446229,Kent County,2021m1,0,1,0,9291,152173000,8175000,0.0673631,0.0179973,-0.5040948,1.272819,-0.6858371,50.2,20.9,52.1,48.8,36.5,31.8,8.6,11.9,8475,23.9,9.2,24.9,13.7,91.6,87.6,12.4,94.4,89.8,4.5,93711,119860,95,7.1,242200,95.4,572,1111,63.4,657321,98.9,657321,75.5,9.7,3.1,12.2,28.1,54.6
2614690,Gwinn Area Community Schools,MI,-1.294696919993215,-2.088669150997841,-1.825034860974814,Marquette County,2021m1,1,0,0,1002,16027000,3046000,0.432848,0.2430629,-0.0319738,0.3511383,0.535521,48.0,15.0,46.9,49.1,40.0,33.0,9.9,10.3,491,28.2,10.4,23.8,10.9,97.8,97.2,2.8,92.3,83.6,5.6,82182,96133,95.9,7.3,184300,81.4,494,904,56.4,66376,103.6,66376,91.9,1.6,0.7,23.6,27.9,41.1
2614730,Fowlerville Community Schools,MI,-0.0140034083004901,-0.4391262080580347,-0.3198391149986675,Ingham County,2021m1,1,0,0,2591,40752000,3503000,-0.5061945,-0.6006861,-0.0489503,0.8263713,-1.587525,38.1,14.2,40.8,38.8,46.5,41.8,9.8,12.0,3186,21.4,9.2,22.4,18.3,90.6,86.9,13.1,94.7,88.2,6.4,88320,112947,95,9.1,173600,92.2,635,1027,63.8,282540,96.2,282540,71.5,11.9,6.4,14.1,31.2,53.9
2614760,Frankenmuth School District,MI,1.175355668994415,0.9556476924796328,0.9403886156192582,Saginaw County,2021m1,0,1,0,1341,19556000,1294000,-1.073958,-0.9299867,-0.5828775,1.114879,-2.580104,42.7,14.2,46.4,42.8,38.0,32.7,10.7,13.0,2375,32.7,11.5,14.9,8.0,97.6,95.7,4.3,91.8,86.1,6.6,71728,95397,95.5,12.9,131100,90.6,513,876,51.9,189821,95.4,189821,72.3,18.8,1.2,21.4,34.5,44.8
2614820,Fraser Public Schools,MI,0.1091632170516501,-0.5051483146515432,-0.3577700235949166,Macomb County,2021m1,1,0,0,4612,76183000,8242000,0.0609596,0.2404574,-1.034396,1.066891,-0.2484205,46.7,17.6,49.9,46.8,36.3,29.5,9.7,12.7,10225,29.2,10.7,17.3,9.5,88.7,85.2,14.8,94.3,91.2,5.7,92227,110030,94.9,7.3,216200,95.7,606,1124,63.1,878453,96.4,878453,77.5,12.3,4.6,14.9,30.5,52.1
2615060,Freeland Community School District,MI,1.471258043294683,1.316715871975979,1.316877935701585,Bay County,2021m1,0,1,0,1959,25194000,2240000,-0.1378153,-0.6914851,-0.6113636,1.117242,-0.2592655,44.2,13.9,48.8,46.1,34.0,27.4,13.0,13.9,985,33.7,12.2,13.9,6.2,99.0,98.0,2.0,91.8,87.6,4.8,75163,90772,94.8,10.4,125000,92.6,523,786,51.3,103752,98.2,103752,92.1,1.4,0.5,21,33,46.4
2615150,Fremont Public School District,MI,-0.1400938379524392,-0.047275168514691,-0.0816401239853404,Muskegon County,2021m1,1,0,0,2035,32881000,3547000,-0.6769786,-0.7651119,-0.6410582,0.6970166,-1.213629,47.1,15.9,46.3,46.5,37.2,28.8,12.9,14.7,1844,35.2,12.1,14.4,6.3,98.1,96.5,3.5,91.5,84.5,7.5,73824,90256,95.1,9.5,162300,89.2,495,915,57.8,175947,100.9,175947,78.1,13.1,0.8,18.5,34.1,46.2
2615390,Fruitport Community Schools,MI,-0.1528181747857431,-0.4847769806453757,-0.2875533414615745,Muskegon County,2021m1,0,1,0,2614,43557000,4149000,-0.6769786,-0.7651119,-0.6410582,0.6970166,-1.213629,47.1,15.9,46.3,46.5,37.2,28.8,12.9,14.7,1844,35.2,12.1,14.4,6.3,98.1,96.5,3.5,91.5,84.5,7.5,73824,90256,95.1,9.5,162300,89.2,495,915,57.8,175947,100.9,175947,78.1,13.1,0.8,18.5,34.1,46.2
2615420,Fulton Schools,MI,-1.068464700770174,-0.7535758862249793,-0.8559281023333423,Clinton County,2021m1,1,0,0,557,9835000,1622000,1.075438,1.041092,-0.3683398,1.436123,0.7111073,54.8,20.4,55.3,52.9,31.6,26.9,8.9,11.0,751,25.7,12.5,20.4,11.9,97.3,95.9,4.1,94.5,88.9,3.7,99996,122390,96,5.2,226000,94.4,586,1022,61.8,79249,99,79249,90.9,1.7,1.3,17.3,27.3,53
2615730,Gaylord Community Schools,MI,0.4654263658868443,0.3022777227400582,0.2147458078577236,Antrim County,2021m1,1,0,0,2814,42081000,7177000,0.6334137,0.2891047,-0.0355994,0.8574218,0.5453331,55.2,13.2,60.9,60.7,23.7,18.2,10.3,9.9,239,29.2,9.8,19.9,12.5,98.3,97.9,2.1,94.8,86.1,4.6,85201,101885,94.4,5.6,199800,61,537,919,53.8,23662,100,23662,94.4,0.6,0.4,25.5,26.3,37.6
2615830,Roscommon Area Public Schools,MI,-0.1782100008115632,-1.248167062428154,-0.7546472165421969,Crawford County,2021m1,1,0,0,812,15524000,2676000,-0.5303321,-0.5840843,-0.4756087,-0.1615196,-0.3217537,48.9,11.6,51.3,54.6,28.1,19.1,14.9,14.1,86,32.2,12.3,11.8,7.7,98.5,98.2,1.8,91.9,88.5,6.1,74982,80699,94.5,8.9,135400,56.9,465,834,54.2,13197,105.7,13197,93.5,0.3,0.9,28.1,31.4,34.8
2615870,Gibraltar School District,MI,-0.1712174981341628,-0.7022652724399077,-0.7189567359901092,Wayne County,2021m1,0,1,0,3614,53884000,5256000,-2.06334,-1.500156,-0.7743961,0.6717066,-4.073104,36.4,14.2,39.9,36.3,45.2,39.5,10.5,12.9,23851,29.6,8.5,16.0,10.5,90.6,84.7,15.3,92.6,85.7,9,74650,98698,94.2,15.3,158600,86.9,575,1043,51.9,1781641,94.3,1781641,50.8,37.6,3.5,17.1,36.6,50.6
2615970,Gladstone Area Schools,MI,-0.357045861144301,-0.2110496270064015,-0.0905752908097517,Delta County,2021m1,0,1,0,1513,20238000,2150000,0.5821184,0.4855989,0.0637854,0.745884,0.2194656,52.3,14.4,55.8,54.0,28.5,21.4,10.4,12.4,327,35.5,14.8,13.8,5.9,99.5,98.8,1.2,89.4,83.7,5.2,72385,89514,94.7,9.1,139200,80,452,655,51.8,36839,102.5,36839,91.5,0.3,0.2,27.6,29,37.9
2615990,Gladwin Community Schools,MI,-0.0457924417499544,-0.9133805514968074,-0.8577920382203166,Clare County,2021m1,1,0,0,1635,23942000,2670000,-0.1203928,-0.0315961,-0.3240858,0.2513458,-0.3191715,48.6,11.7,47.1,47.8,31.6,22.0,15.2,16.9,241,40.4,10.4,7.2,4.9,99.1,95.0,5.0,87.7,79.1,9.3,57063,75080,88.3,17.4,112400,54.4,430,750,47.4,30998,101.1,30998,94.7,0.8,0.3,31.4,34.5,34.8
2616020,Glen Lake Community Schools,MI,1.310647333379646,0.7705431206939615,0.8024614415328131,Benzie County,2021m1,1,0,0,674,17107000,4371000,0.5005172,-0.3907356,0.0340909,0.9708808,0.7147223,56.4,14.6,54.9,54.9,28.6,20.9,11.7,13.4,170,29.6,9.4,19.7,12.8,98.3,97.1,2.9,94.2,90.4,4.5,85054,108483,93.3,6.7,243600,58.9,513,970,58.7,18058,100.8,18058,92.9,0.8,0.8,24.2,28.3,36.3
2616050,Gobles Public School District,MI,0.0461876748880057,-0.4082159250088857,-1.115092527047747,Allegan County,2021m1,1,0,0,733,13792000,3269000,0.6382709,1.111253,-0.6901464,1.034155,0.1347709,58.8,21.5,56.4,57.1,29.0,22.5,10.8,11.3,1454,36.5,8.5,16.1,8.1,97.0,93.4,6.6,93.4,88.5,3.4,86347,102666,94.9,6.6,225000,86,531,1004,59.3,120189,101.1,120189,90.2,1.3,0.8,17.1,30.3,51.5
2616080,Godfrey-Lee Public Schools,MI,-2.185719617892877,-2.910443299451854,-2.990766891383612,Kent County,2021m1,1,0,0,1704,30477000,4961000,0.0673631,0.0179973,-0.5040948,1.272819,-0.6858371,50.2,20.9,52.1,48.8,36.5,31.8,8.6,11.9,8475,23.9,9.2,24.9,13.7,91.6,87.6,12.4,94.4,89.8,4.5,93711,119860,95,7.1,242200,95.4,572,1111,63.4,657321,98.9,657321,75.5,9.7,3.1,12.2,28.1,54.6
2616110,Godwin Heights Public Schools,MI,-1.587092637877867,-2.015613459890111,-1.899103483481806,Kent County,2021m1,0,1,0,2010,34919000,5451000,0.0673631,0.0179973,-0.5040948,1.272819,-0.6858371,50.2,20.9,52.1,48.8,36.5,31.8,8.6,11.9,8475,23.9,9.2,24.9,13.7,91.6,87.6,12.4,94.4,89.8,4.5,93711,119860,95,7.1,242200,95.4,572,1111,63.4,657321,98.9,657321,75.5,9.7,3.1,12.2,28.1,54.6
2616320,Goodrich Area Schools,MI,0.5172974337792065,0.5319641551517558,0.3636357854323435,Genesee County,2021m1,1,0,0,1920,28924000,2588000,-1.247481,-1.171861,-0.6216646,1.032265,-2.685456,41.6,13.8,45.6,42.2,37.6,31.6,12.3,15.2,4887,31.4,10.9,14.8,8.0,97.3,96.3,3.7,92.5,85.9,8.5,75461,96556,95.2,11.4,158400,90.4,549,893,57.6,405280,94.3,405280,73.2,19.6,1,20.3,36.6,45
2616350,Grand Blanc Community Schools,MI,0.1301315875169315,-0.4580563440695213,-0.2684980343423797,Genesee County,2021m1,0,1,0,7912,115108000,10388000,-1.247481,-1.171861,-0.6216646,1.032265,-2.685456,41.6,13.8,45.6,42.2,37.6,31.6,12.3,15.2,4887,31.4,10.9,14.8,8.0,97.3,96.3,3.7,92.5,85.9,8.5,75461,96556,95.2,11.4,158400,90.4,549,893,57.6,405280,94.3,405280,73.2,19.6,1,20.3,36.6,45
2616380,Grand Haven Area Public Schools,MI,1.779025496450506,1.111842277459829,1.31475466346915,Muskegon County,2021m1,1,0,0,5505,93234000,6363000,-0.6769786,-0.7651119,-0.6410582,0.6970166,-1.213629,47.1,15.9,46.3,46.5,37.2,28.8,12.9,14.7,1844,35.2,12.1,14.4,6.3,98.1,96.5,3.5,91.5,84.5,7.5,73824,90256,95.1,9.5,162300,89.2,495,915,57.8,175947,100.9,175947,78.1,13.1,0.8,18.5,34.1,46.2
2616410,Grand Ledge Public Schools,MI,0.8449923242685289,0.1853767088381106,0.2452347856541008,Clinton County,2021m1,0,1,0,4892,82782000,6077000,1.075438,1.041092,-0.3683398,1.436123,0.7111073,54.8,20.4,55.3,52.9,31.6,26.9,8.9,11.0,751,25.7,12.5,20.4,11.9,97.3,95.9,4.1,94.5,88.9,3.7,99996,122390,96,5.2,226000,94.4,586,1022,61.8,79249,99,79249,90.9,1.7,1.3,17.3,27.3,53
2616440,Grand Rapids Public Schools,MI,-2.374098861668813,-3.008321080579958,-2.968868861881303,Kent County,2021m1,0,1,0,13785,283295000,61098000,0.0673631,0.0179973,-0.5040948,1.272819,-0.6858371,50.2,20.9,52.1,48.8,36.5,31.8,8.6,11.9,8475,23.9,9.2,24.9,13.7,91.6,87.6,12.4,94.4,89.8,4.5,93711,119860,95,7.1,242200,95.4,572,1111,63.4,657321,98.9,657321,75.5,9.7,3.1,12.2,28.1,54.6
2616470,Grandville Public Schools,MI,0.9665398153012488,0.6416595490334878,0.6736854386010362,Kent County,2021m1,1,0,0,5579,89475000,7555000,0.0673631,0.0179973,-0.5040948,1.272819,-0.6858371,50.2,20.9,52.1,48.8,36.5,31.8,8.6,11.9,8475,23.9,9.2,24.9,13.7,91.6,87.6,12.4,94.4,89.8,4.5,93711,119860,95,7.1,242200,95.4,572,1111,63.4,657321,98.9,657321,75.5,9.7,3.1,12.2,28.1,54.6
2616500,Grant Public School District,MI,-0.5191062287999948,-1.032265767545999,-1.048543575637344,Kent County,2021m1,1,0,0,1643,21668000,2573000,0.0673631,0.0179973,-0.5040948,1.272819,-0.6858371,50.2,20.9,52.1,48.8,36.5,31.8,8.6,11.9,8475,23.9,9.2,24.9,13.7,91.6,87.6,12.4,94.4,89.8,4.5,93711,119860,95,7.1,242200,95.4,572,1111,63.4,657321,98.9,657321,75.5,9.7,3.1,12.2,28.1,54.6
2616830,Grass Lake Community Schools,MI,0.0787490773613806,-0.0772888005781764,-0.2819189935413196,Jackson County,2021m1,1,0,0,1299,19124000,1290000,-0.5113976,-0.7090356,-0.6307571,0.5657718,-0.7039122,46.0,14.2,45.4,46.4,37.1,28.2,13.3,14.8,1417,35.5,10.5,14.9,7.6,98.0,96.8,3.2,92.4,88.5,6.3,79374,98825,94.3,8.2,166700,89.8,529,920,58.2,160637,106.3,160637,84.7,7.9,0.8,17.6,35.2,50
2617160,Greenville Public Schools,MI,0.0958513017156148,-0.0053308378585335,0.1580087724631394,Ionia County,2021m1,0,1,0,3582,58707000,10056000,0.3351811,0.578882,-0.6034796,0.500672,0.3005451,53.1,20.2,45.4,49.6,38.2,26.3,12.4,15.0,937,39.7,10.2,12.1,4.7,98.7,97.5,2.5,92.6,85.7,5.3,80516,90092,93.3,6.3,169600,92.3,525,870,61.3,66663,119.6,66663,88.4,4,0.5,18.1,30.1,52.3
2617220,Grosse Ile Township Schools,MI,1.608134774005095,0.6660086818493038,0.7751493018530002,Wayne County,2021m1,0,0,1,1659,25585000,2160000,-2.06334,-1.500156,-0.7743961,0.6717066,-4.073104,36.4,14.2,39.9,36.3,45.2,39.5,10.5,12.9,23851,29.6,8.5,16.0,10.5,90.6,84.7,15.3,92.6,85.7,9,74650,98698,94.2,15.3,158600,86.9,575,1043,51.9,1781641,94.3,1781641,50.8,37.6,3.5,17.1,36.6,50.6
2617250,Gull Lake Community Schools,MI,0.2655189995057041,0.3858951748362891,0.2924524259998682,Barry County,2021m1,0,1,0,3177,53106000,3607000,0.8310919,1.045764,-0.5725765,1.176165,0.4812958,56.1,18.5,56.1,56.0,27.6,20.2,12.1,13.8,502,36.5,9.2,16.4,7.2,98.1,96.5,3.5,90.9,83.7,5.3,91816,114872,95.1,5.2,223600,88.4,538,966,60.6,62581,101.8,62581,94.6,0.6,0.6,18.9,27.3,50.4
2617400,Hamilton Community Schools,MI,1.095664475548608,0.716249345828766,0.973438283928286,Allegan County,2021m1,0,1,0,2818,43081000,2118000,0.6382709,1.111253,-0.6901464,1.034155,0.1347709,58.8,21.5,56.4,57.1,29.0,22.5,10.8,11.3,1454,36.5,8.5,16.1,8.1,97.0,93.4,6.6,93.4,88.5,3.4,86347,102666,94.9,6.6,225000,86,531,1004,59.3,120189,101.1,120189,90.2,1.3,0.8,17.1,30.3,51.5
2617550,Hancock Public Schools,MI,0.978050640361566,0.3171429834469652,0.7355985337383482,Houghton County,2021m1,0,1,0,651,10584000,1365000,0.7026832,0.8559918,0.1595447,0.0335058,0.7663653,43.1,16.4,38.7,43.6,50.3,35.2,7.7,12.1,304,30.0,8.5,19.0,16.7,94.2,92.6,7.4,90.3,84.8,6.2,77209,97730,93.7,9.5,129200,75.8,470,743,49.4,37414,122.2,37414,91.7,1.1,2.8,19.8,32.2,43.3
2617700,Harbor Springs School District,MI,0.7977827592127991,0.319927598853293,0.0526669433786671,Emmet County,2021m1,1,0,0,721,20603000,949000,0.8663937,0.2351194,0.3159017,1.280885,0.501953,54.5,15.8,61.1,54.5,27.5,22.5,8.6,12.8,267,25.6,10.2,22.2,15.7,98.7,96.7,3.3,94.6,89.2,3.8,84810,114971,93.8,5.2,246300,66.7,570,985,56.9,34072,100.6,34072,90.7,0.8,0.3,19.2,26.4,42
